Identifier,Collection Name,Title#1,Creator#1,CreatorLink#1,Creator#2,CreatorLink#2,Subject#1,SubjectLink#1,Subject#2,SubjectLink#2$2,SubjectLink#2$1,Subject#3,SubjectLink#3,Description#1,Contributor#1,ContributorLink#1,Contributor#10,ContributorLink#10,Contributor#11,ContributorLink#11,Contributor#12,ContributorLink#12,Contributor#13,ContributorLink#13,Contributor#14,ContributorLink#14,Contributor#15,ContributorLink#15,Contributor#16,ContributorLink#16,Contributor#17,Contributor#18,ContributorLink#18,Contributor#19,ContributorLink#19,Contributor#2,ContributorLink#2,Contributor#20,ContributorLink#20,Contributor#21,ContributorLink#21,Contributor#22,ContributorLink#22,Contributor#23,ContributorLink#23,Contributor#24,ContributorLink#24,Contributor#25,ContributorLink#25,Contributor#26,ContributorLink#26,Contributor#27,ContributorLink#27,Contributor#28,ContributorLink#28,Contributor#29,ContributorLink#29,Contributor#3,ContributorLink#3,Contributor#30,ContributorLink#30,Contributor#31,Contributor#32,Contributor#33,ContributorLink#33,Contributor#34,ContributorLink#34,Contributor#35,Contributor#36,Contributor#37,ContributorLink#37,Contributor#38,ContributorLink#38,Contributor#39,ContributorLink#39,Contributor#4,ContributorLink#4,Contributor#40,Contributor#41,Contributor#42,Contributor#43,Contributor#44,ContributorLink#44,Contributor#45,Contributor#46,ContributorLink#46,Contributor#5,Contributor#47,Contributor#48,Contributor#49,ContributorLink#5,Contributor#6,Contributor#50,ContributorLink#6,Contributor#7,Contributor#8,ContributorLink#8,Contributor#9,ContributorLink#9,Date#1,Type#1,TypeLink#1,Format#1,FormatLink#1,Language#1,LanguageLink#1,Relation#1,RelationLink#1,RelationLink#2,Coverage#1,CoverageLink#1,Rights#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
COU:2436:01:002:038,Colorado Shakespeare Festival Collection,"Colorado Shakespeare Festival 27th season, July 13-August 14, 1984","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays Twelfth Night, Richard II, and Othello by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50587,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",35,4622,narv_shakespeareFest_1984Program.pdf
COU:2436:01:002:034,Colorado Shakespeare Festival Collection,"28th season, Colorado Shakespeare Festival, July 12-August 23, 1985","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays Antony and Cleopatra, The Merry Wives of Windsor, and Romeo and Juliet by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50588,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",36,4622,narv_shakespeareFest_1985Program.pdf
COU:2436:01:002:035,Colorado Shakespeare Festival Collection,"The Colorado Shakespeare Festival, 1986: The twenty-ninth season, July 11-August 24, 1986","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays King Lear, The Two Gentlemen of Verona, and Henry IV, Part One by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50589,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",37,4622,narv_shakespeareFest_1986Program.pdf
COU:2436:01:002:036,Colorado Shakespeare Festival Collection,"Colorado Shakespeare Festival 30th anniversary season, July 1-August 15, 1987","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays The Tempest, Macbeth, and The Merchant of Venice by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50590,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",28,4622,narv_shakespeareFest_1987Program.pdf
COU:2436:01:002:037,Colorado Shakespeare Festival Collection,"Colorado Shakespeare Festival 31st season, July 1-August 14, 1988","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays A Midsummer Night's Dream, Hamlet, and Titus Andronicus by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50591,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",29,4622,narv_shakespeareFest_1988Program.pdf
COU:2436:01:002:038,Colorado Shakespeare Festival Collection,"32nd season, Colorado Shakespeare Festival, June 30-August 18, 1989","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays The Taming of the Shrew, Othello, and Love's Labour's Lost by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50592,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",30,4622,narv_shakespeareFest_1989Program_b.pdf
COU:2436:01:002:039,Colorado Shakespeare Festival Collection,"33rd Colorado Shakespeare Festival, June 29-August 18, 1990","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays As You Like It, Romeo and Juliet, and Much Ado about Nothing by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50593,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",31,4622,narv_shakespeareFest_1990Program.pdf
COU:2436:01:002:040,Colorado Shakespeare Festival Collection,1991 glorious summer: The souvenir magazine of the Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,"Wilde, Oscar, 1854-1900",http://id.loc.gov/authorities/names/n79042038,"This souvenir program features the plays The Comedy of Errors, Julius Caesar, and Richard III by William Shakespeare, and The Importance of Being Earnest by Oscar Wilde.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,Text,http://purl.org/dc/dcmitype/Text,souvenir programs,http://vocab.getty.edu/aat/300253341,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50594,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",32,4622,narv_shakespeareFest_1991Program.pdf
COU:2436:01:002:041,Colorado Shakespeare Festival Collection,"Colorado Shakespeare Festival, 1992, June 26-August 16","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,"Sheridan, Richard Brinsley, 1751-1816",http://id.loc.gov/authorities/names/n79089813,"This theater program features the plays All's Well that Ends Well, Henry V, and The Winter's Tale by William Shakespeare, and The Rivals by Richard Brinsley Sheridan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50595,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",33,4622,narv_shakespeareFest_1992Program.pdf
COU:2436:01:002:042,Colorado Shakespeare Festival Collection,1993 glorious summer: The souvenir program of the Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This souvenir program features the plays The Merry Wives of Windsor, The Tempest, King Lear, and Pericles by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,Text,http://purl.org/dc/dcmitype/Text,souvenir programs,http://vocab.getty.edu/aat/300253341,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50596,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",34,4622,narv_shakespeareFest_1993Program.pdf
COU:2436:01:002:031,Colorado Shakespeare Festival Collection,"As you like it: The play, the history, the concept; a dramaturgical approach","Veltkamp, Roelof, author",,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/names/n80125532,http://id.loc.gov/authorities/subjects/sh85039336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[1982],Text,http://purl.org/dc/dcmitype/Text,booklets,http://vocab.getty.edu/aat/300311670,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50585,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",46,4622,narv_shakespeareFest_1982Program_b.pdf
